ADDRESS1,ADDRESS2,ADDRESS3,AREA,CATEGORY,CE_CATEGORY,CITY,CLOSE_DATE,COLLECTION_DAY,CREATED_BY,CREATED_BY_USER,CREATION_DATE,DEPARTMENT,DISTRICT,DIVISION,FOLLOWUP_DATE,FULL_ADDRESS,GROUP_NAME,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_RESOLVED_DATE,INCIDENT_TYPE_ID,LAST_MODIFIED_DATE,LAST_UPDATE_DATE,LAST_UPDATE_LOGIN,LAST_UPDATED_BY,Location 1,MAP_PAGE,MLGW_ON,MLGW_STATUS,NEXT_OPEN_TASK_DATE,NUMBER_OF_TASKS,OWNER_NAME,PARCEL_ID,POSTAL_CODE,REPORTED_DATE,REQUEST_PRIORITY,REQUEST_STATUS,REQUEST_TYPE,RESOLUTION_CODE,RESOLUTION_CODE_MEANING,RESOLUTION_SUMMARY,SR_CREATION_CHANNEL,STATE,STREET_NAME,SUB_DISTRICT,SWM_CODE,TARGET_BLOCK,ZONE,location1,SUMMARY_1,City Council Districts,South City,SC Quarter Mile Buffer,Memphis 3.0 Planning Districts,Shelby County Zip Codes
762 E BODLEY AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 09:13:09 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 03:12:33 AM,762 E BODLEY AVE MEMPHIS TN 38106,MEMPHIS,50076314,50076314,,10205,,11/15/2024 09:13:09 AM,,,762 E BODLEY AVE,,,,,,,049064  00021,38106,11/15/2024 09:13:09 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,E BODLEY AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
3968 NEW WILLOW AVE,,,,Maintenance-Potholes,,MEMPHIS,11/15/2024 09:15:06 AM,,,,11/15/2024 06:49:42 AM,STREET MAINTENANCE,,Public Works,,3968 NEW WILLOW AVE MEMPHIS TENNESSEE,MEMPHIS,50076283,50076283,,10266,,11/15/2024 09:15:23 AM,,,3968 NEW WILLOW AVE,055,,,,,,058102  00075C,,11/15/2024 12:49:30 AM,Medium,Closed,PW (SM)-Potholes,OTHER,,Serviced by Public Works,WEB,Tennessee,NEW WILLOW AVE,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"8931 Fulton Cv, Cordova, Tennessee, 38016",,,E,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 05:14:06 PM,Solid Waste Management,,Solid Waste Management,,"8931 FULTON CV, CORDOVA, TENNESSEE, 38016",MEMPHIS,7183123,7183123,,10432,,11/15/2024 05:14:06 PM,,,"8931 FULTON CV, CORDOVA, TENNESSEE, 38016",,,,,,,096620 A00030,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Garbage Missed,,,,WEB,TN,FULTON CV,,,,E1,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
2059 E MCLEMORE AVE,,,C,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 03:15:33 PM,Solid Waste Management,,Solid Waste Management,,2059 E MCLEMORE AVE MEMPHIS TENNESSEE,Memphis,7183041,7183041,,12747,,11/15/2024 03:23:13 PM,,jjackson_AWPM,2059 E MCLEMORE AVE,,,A,,,,031109  00007,,11/15/2024 03:12:00 PM,Low,Open,SWM-Missing Recycle Cart,,,,WEB,Tennessee,E MCLEMORE AVE,,,,C1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1295 N HOLLYWOOD ST,,,,,,Memphis,,,,,11/15/2024 02:40:08 PM,ENVIRONMENTAL ENFORCEMENT,,Public Works,11/29/2024 08:39:00 AM,1295 N HOLLYWOOD ST  MEMPHIS TN 38108,MEMPHIS,31747,50076417,,31747,,11/15/2024 02:40:08 PM,,,1295 N HOLLYWOOD ST,,,,,,,042029  00043,38108,11/15/2024 08:38:59 AM,Low,In Progress,EE-Illegal Dumping,VOPO,,,WEB,TN,N HOLLYWOOD ST,,,40,,POINT (-89.98073 35.17384),Not Applicable,7,,,7,8
762 CAVALIER DR,,,D,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 09:30:53 AM,Solid Waste Management,,Solid Waste Management,,762 CAVALIER DR MEMPHIS TENNESSEE,Memphis,7182813,7182813,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,762 CAVALIER DR,,,A,,,,075108  00062,,11/15/2024 09:27:00 AM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,CAVALIER DR,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1807 JOHN PAUL DR,,,C,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 11:38:54 AM,Solid Waste Management,,Solid Waste Management,,1807 JOHN PAUL DR MEMPHIS TENNESSEE,Memphis,7182911,7182911,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1807 JOHN PAUL DR,,,A,,,,059031  00106,,11/15/2024 11:37:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,JOHN PAUL DR,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
400 ROSSER RD,,,,Others,,MEMPHIS,11/15/2024 10:00:00 AM,,,,11/15/2024 03:48:26 PM,ENVIRONMENTAL MAINTENANCE,,Public Works,,400 ROSSER RD MEMPHIS TENNESSEE 38120,MEMPHIS,50076426,50076426,,10688,,11/15/2024 09:59:43 PM,,,400 ROSSER RD,040,,,,,,068006  00033,38120,11/15/2024 09:47:11 AM,Low,Closed,EMI-Sewer Backup,,,"EH-221
HARDSPOT 4&6 POSSIBLE ROOTS
HUNG HOSE BUT RETRIEVED/TICKET TO CABLE",WEB,Tennessee,ROSSER RD,,,,,POINT (-89.84343 35.1065),Not Applicable,2,,,4,19
8810 CHERRY SPRING DR,,,E,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 02:35:20 PM,Solid Waste Management,,Solid Waste Management,,8810 CHERRY SPRING DR MEMPHIS TENNESSEE,Memphis,7183003,7183003,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,8810 CHERRY SPRING DR,,,A,,,,096516 G00009,,11/15/2024 02:33:00 PM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,CHERRY SPRING DR,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
4210 WINCHESTER RD,,,,Others,,MEMPHIS,11/15/2024 12:15:00 PM,,,,11/15/2024 08:40:44 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,4210 WINCHESTER RD MEMPHIS TENNESSEE 38118,MEMPHIS,50076304,50076304,,10688,,11/15/2024 12:13:24 PM,,,4210 WINCHESTER RD,075,,,,,,073041  00134,38118,11/15/2024 02:38:56 AM,Low,Closed,EMI-Sewer Backup,,,TG-243 CLEARED MH O/F OUT OF CONNECTION /CLEARED IN REAR OF APT COMPLEX 3457 GOODLETT  FLUSHING  200 SOUTH/CLEARED EXT HVY GREASE/RAGS /TOOK CARE OF STRIP MALL@ 3335 GOODLETT,WEB,Tennessee,WINCHESTER RD,,,,,POINT (-89.93709 35.02064),Not Applicable,3,,,11,17
663 ALICE AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 11:26:51 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 05:26:00 AM,663 ALICE AVE MEMPHIS TN 38106,MEMPHIS,50076391,50076391,,10204,,11/15/2024 11:26:51 AM,,,663 ALICE AVE,,,,,,,049045  00002,38106,11/15/2024 11:26:51 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,ALICE AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
4276 WESTMONT RD,,,,Weeds,,MEMPHIS,,,,,11/15/2024 10:04:49 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 04:04:00 AM,4276 WESTMONT RD MEMPHIS TN 38109,MEMPHIS,50076350,50076350,,10204,,11/15/2024 10:04:49 AM,,,4276 WESTMONT RD,,,,,,,075133  00019,38109,11/15/2024 10:04:49 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,WESTMONT RD,,,163,,POINT (-90.12608 35.08219),Not Applicable,6,,,14,12
3568 COLEMAN AVE,,,B,Cart Maintenance,,MEMPHIS,,Wednesday,,,11/15/2024 10:53:36 AM,Solid Waste Management,,Solid Waste Management,,3568 COLEMAN AVE MEMPHIS TENNESSEE,Memphis,7182883,7182883,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3568 COLEMAN AVE,,,A,,,,038055  00033,,11/15/2024 10:49:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,COLEMAN AVE,,,,B2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
8568 SHADY ELM DR,,,E,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 08:06:09 AM,Solid Waste Management,,Solid Waste Management,,8568 SHADY ELM DR MEMPHIS TENNESSEE,Memphis,7182736,7182736,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,8568 SHADY ELM DR,,,A,,,,091051 D00049,,11/15/2024 08:04:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,SHADY ELM DR,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
5740 WINCHESTER RD,,,E,Garbage,,MEMPHIS,,Monday,,,11/15/2024 12:47:08 PM,Solid Waste Management,,Solid Waste Management,,5740 WINCHESTER RD MEMPHIS TENNESSEE,Memphis,7182957,7182957,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,5740 WINCHESTER RD,,,A,,,,074112  00002,,11/15/2024 12:45:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,WINCHESTER RD,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"4353 Haverhill Rd, Memphis, TN, 38111, USA",,,C,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 03:03:30 PM,Solid Waste Management,,Solid Waste Management,,"4353 HAVERHILL RD, MEMPHIS, TN, 38111, USA",CITIZEN,7183028,7183028,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"4353 HAVERHILL RD, MEMPHIS, TN, 38111, USA",,,A,,,,,,11/15/2024 03:00:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,HAVERHILL RD,,,,C2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
4179 PIKES PEAK AVE,,,A,Recycle,,MEMPHIS,,Wednesday,,,11/15/2024 04:58:05 PM,Solid Waste Management,,Solid Waste Management,,4179 PIKES PEAK AVE MEMPHIS TENNESSEE,Memphis,7183118,7183118,,10435,,11/15/2024 04:58:05 PM,,,4179 PIKES PEAK AVE,,,,,,,062049  00003,,11/15/2024 04:56:00 PM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,PIKES PEAK AVE,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2768 MISTY VALLEY DR,,,E,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 03:15:33 PM,Solid Waste Management,,Solid Waste Management,,2768 MISTY VALLEY DR MEMPHIS TENNESSEE,Memphis,7183040,7183040,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,2768 MISTY VALLEY DR,,,A,,,,096203 F00099,,11/15/2024 03:12:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,MISTY VALLEY DR,,,,E2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1040 NEPTUNE ST,,,C,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 12:08:58 PM,Solid Waste Management,,Solid Waste Management,,1040 NEPTUNE ST MEMPHIS TENNESSEE,Memphis,7182925,7182925,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1040 NEPTUNE ST,,,A,,,,014017  00001,,11/15/2024 12:06:00 PM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,NEPTUNE ST,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"991 Patterson Cove, Memphis TN 38111, United States",,,C,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 09:30:53 AM,Solid Waste Management,,Solid Waste Management,,"991 PATTERSON COVE, MEMPHIS TN 38111, UNITED STATES",MEMPHIS,7182816,7182816,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"991 PATTERSON COVE, MEMPHIS TN 38111, UNITED STATES",,,A,,,,058046  00046,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Cart Repair,,,,WEB,TN,PATTERSON COVE,,,,C3,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
0 CENTRAL AVE,,,,Maintenance-Potholes,,MEMPHIS,11/15/2024 07:15:00 AM,,,,11/15/2024 07:14:27 AM,STREET MAINTENANCE,,Public Works,,0 CENTRAL AVE MEMPHIS TENNESSEE,MEMPHIS,50076285,50076285,,10266,,11/15/2024 07:22:29 AM,,,0 CENTRAL AVE,035,,,,,,032020  00012,,11/15/2024 01:13:54 AM,Low,Closed,PW (SM)-Potholes,OTHER,,Serviced by Public Works,WEB,Tennessee,CENTRAL AVE,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1983 PROSPECT ST,,,,Weeds,,MEMPHIS,,,,,11/15/2024 11:14:05 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 05:13:17 AM,1983 PROSPECT ST MEMPHIS TN 38106,MEMPHIS,50076383,50076383,,10204,,11/15/2024 11:14:05 AM,,,1983 PROSPECT ST,,,,,,,049044  00014,38106,11/15/2024 11:14:05 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,PROSPECT ST,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
"1080 Isabelle St, Memphis, TN, 38122, USA",,,,Inspection-Vehicle,,MEMPHIS,,,,,11/15/2024 11:21:42 AM,Code Enforcement,,Public Works,,"1080 ISABELLE ST, MEMPHIS, TN, 38122, USA",CITIZEN,7182899,7182899,,10400,,11/15/2024 11:21:42 AM,,,"1080 ISABELLE ST, MEMPHIS, TN, 38122, USA",,,,,,,,38122,11/15/2024 11:18:00 AM,Low,Open,CE-Vehicle Violations,,,,WEB,Tennessee,ISABELLE ST,,,50,,POINT (-89.91149 35.15371),Not Applicable,4,,,6,20
3902 CALLAHAN DR,,,A,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 02:15:14 PM,Solid Waste Management,,Solid Waste Management,,3902 CALLAHAN DR MEMPHIS TENNESSEE,Memphis,7182977,7182977,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3902 CALLAHAN DR,,,A,,,,071041  00026,,11/15/2024 02:12:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,CALLAHAN DR,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3600 TCHULAHOMA RD,,,D,Garbage,,MEMPHIS,,Monday,,,11/15/2024 04:11:59 PM,Solid Waste Management,,Solid Waste Management,,3600 TCHULAHOMA RD MEMPHIS TENNESSEE,Memphis,7183094,7183094,,10431,,11/15/2024 04:11:59 PM,,,3600 TCHULAHOMA RD,,,,,,,073088 B00003,,11/15/2024 04:09:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,TCHULAHOMA RD,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1252 DRIVER ST,,,C,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 12:37:05 PM,Solid Waste Management,,Solid Waste Management,,1252 DRIVER ST MEMPHIS TENNESSEE,Memphis,7182946,7182946,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1252 DRIVER ST,,,A,,,,025052  00002,,11/15/2024 12:34:00 PM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,DRIVER ST,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1911 WARNER AVE,,,A,Garbage,,MEMPHIS,11/15/2024 12:00:00 AM,Thursday,,,11/15/2024 10:27:26 AM,Solid Waste Management,,Solid Waste Management,,1911 WARNER AVE MEMPHIS TENNESSEE,Memphis,7182872,7182872,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1911 WARNER AVE,,,A,,,,072020  00025,,11/15/2024 10:25:00 AM,Low,Closed,SWM-Garbage Missed,SWMGM1,,pu,WEB,Tennessee,WARNER AVE,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
840 TAMPA AVE,,,D,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 12:41:06 PM,Solid Waste Management,,Solid Waste Management,,840 TAMPA AVE MEMPHIS TENNESSEE,Memphis,7182948,7182948,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,840 TAMPA AVE,,,A,,,,034063  00034,,11/15/2024 12:37:00 PM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,TAMPA AVE,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
9424 MORNING WOODS CV,,,,Others,,MEMPHIS,,,,,11/15/2024 07:24:47 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,9424 MORNING WOODS CV MEMPHIS TENNESSEE 38016,MEMPHIS,50076286,50076286,,10694,,11/15/2024 03:04:54 PM,,,9424 MORNING WOODS CV,158,,,,,,096203 B00004,38016,11/15/2024 01:22:00 AM,Low,Open,EMI-Repair Miscellaneous,,,CABLE W/TV,WEB,Tennessee,MORNING WOODS CV,,,,,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
2503 HEARD AVE,,,A,Garbage,,MEMPHIS,11/15/2024 12:00:00 AM,Wednesday,,,11/15/2024 11:28:52 AM,Solid Waste Management,,Solid Waste Management,,2503 HEARD AVE MEMPHIS TENNESSEE,Memphis,7182905,7182905,,10432,,11/15/2024 03:06:11 PM,,,2503 HEARD AVE,,,,,,,042066  00004,,11/15/2024 11:27:00 AM,Low,Closed,SWM-Garbage Missed,SWMGM1,,pu,WEB,Tennessee,HEARD AVE,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
0 LAUDERDALE ST,,,,Weeds,,MEMPHIS,,,,,11/15/2024 08:33:49 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 02:32:28 AM,0 LAUDERDALE ST MEMPHIS TN 38109,MEMPHIS,50076302,50076302,,10205,,11/15/2024 08:33:49 AM,,,0 LAUDERDALE ST,,,,,,,049006  00014C,38109,11/15/2024 08:33:49 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,LAUDERDALE ST,,,133,,POINT (-90.12608 35.08219),Not Applicable,6,,,14,12
595 E MALLORY AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 09:49:12 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 03:48:41 AM,595 E MALLORY AVE MEMPHIS TN 38106,MEMPHIS,50076340,50076340,,10205,,11/15/2024 09:49:12 AM,,,595 E MALLORY AVE,,,,,,,049061  00007,38106,11/15/2024 09:49:12 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,E MALLORY AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
4204 WAGON WHEEL DR,,,A,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 02:41:21 PM,Solid Waste Management,,Solid Waste Management,,4204 WAGON WHEEL DR MEMPHIS TENNESSEE,Memphis,7183007,7183007,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,4204 WAGON WHEEL DR,,,A,,,,071048 F00047,,11/15/2024 02:37:00 PM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,WAGON WHEEL DR,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3239 KIMBALL AVE,,,,Others,,MEMPHIS,,,,,11/15/2024 02:09:35 PM,ENVIRONMENTAL MAINTENANCE,,Public Works,,3239 KIMBALL AVE MEMPHIS TENNESSEE 38111,MEMPHIS,50076404,50076404,,10688,,11/15/2024 08:44:14 PM,,,3239 KIMBALL AVE,054,,,,,,059048  00007,38111,11/15/2024 08:08:18 AM,Low,Open,EMI-Sewer Backup,,,,WEB,Tennessee,KIMBALL AVE,,,,,POINT (-89.94286 35.1124),Not Applicable,4,,,9,10
9264 GROVE MANOR DR,,,E,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 08:26:16 AM,Solid Waste Management,,Solid Waste Management,,9264 GROVE MANOR DR MEMPHIS TENNESSEE,Memphis,7182752,7182752,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,9264 GROVE MANOR DR,,,A,,,,096624 E00005,,11/15/2024 08:24:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,GROVE MANOR DR,,,,E2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3043 SCENIC HWY,,,A,Recycle,,MEMPHIS,,Tuesday,,,11/15/2024 10:15:22 AM,Solid Waste Management,,Solid Waste Management,,3043 SCENIC HWY MEMPHIS TENNESSEE,Memphis,7182864,7182864,,10435,,11/15/2024 10:22:14 AM,,,3043 SCENIC HWY,,,,,,,083016  00003,,11/15/2024 10:13:00 AM,Low,Closed,SWM-Recycling Missed,SWM100,,p/u,WEB,Tennessee,SCENIC HWY,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
8680 RIVERWOOD FARMS PKWY,,,E,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 03:45:31 PM,Solid Waste Management,,Solid Waste Management,,8680 RIVERWOOD FARMS PKWY MEMPHIS TENNESSEE,Memphis,7183071,7183071,,12750,,11/15/2024 03:45:31 PM,,,8680 RIVERWOOD FARMS PKWY,,,,,,,096502 A00046,,11/15/2024 03:42:00 PM,Low,Open,SWM-Recycle Cart Repair,,,,WEB,Tennessee,RIVERWOOD FARMS PKWY,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1757 BUXTON AVE,,,D,Garbage,,MEMPHIS,,Tuesday,,,11/15/2024 10:17:24 AM,Solid Waste Management,,Solid Waste Management,,1757 BUXTON AVE MEMPHIS TENNESSEE,Memphis,7182866,7182866,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1757 BUXTON AVE,,,A,,,,079152  00007,,11/15/2024 10:14:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,BUXTON AVE,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
7777 WALNUT GROVE RD,,,E,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 09:08:46 AM,Solid Waste Management,,Solid Waste Management,,7777 WALNUT GROVE RD MEMPHIS TENNESSEE,Memphis,7182789,7182789,,10667,,11/15/2024 03:23:13 PM,,jjackson_AWPM,7777 WALNUT GROVE RD,,,A,,,,089023  00001,,11/15/2024 09:05:00 AM,Low,Open,SWM-Dead Animal Collection,,,,WEB,Tennessee,WALNUT GROVE RD,,,,E2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
6330 MACON RD,,,E,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 11:23:51 AM,Solid Waste Management,,Solid Waste Management,,6330 MACON RD MEMPHIS TENNESSEE,Memphis,7182900,7182900,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,6330 MACON RD,,,A,,,,089009  00025,,11/15/2024 11:15:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,MACON RD,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3578 TERRACE DR,,,,Others,,MEMPHIS,,,,,08/20/2024 08:54:09 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,3578 TERRACE DR MEMPHIS TENNESSEE 38127,MEMPHIS,50053992,50053992,,10694,,11/15/2024 08:18:17 AM,,,3578 TERRACE DR,043,,,,,,069065  00036,38127,08/20/2024 02:53:00 AM,Low,Open,EMI-Repair Miscellaneous,,,SPIN NOZZLE,WEB,Tennessee,TERRACE DR,,,,,POINT (-89.99916 35.21217),Not Applicable,7,,,1,23
2970 ESTES ST,,,,Miscellaneous,,MEMPHIS,,,,,11/15/2024 03:05:49 PM,Code Enforcement,,Public Works,,2970 ESTES ST MEMPHIS TENNESSEE 38115,Memphis,7183030,7183030,,10396,,11/15/2024 03:05:49 PM,,,2970 ESTES ST,,,,,,,074087  00029,38115,11/15/2024 03:03:00 PM,Low,Open,CE-Code Miscellaneous,,,,WEB,Tennessee,ESTES ST,,,196,,POINT (-89.84787 35.03498),Not Applicable,3,,,10,14
1170 DOROTHY PL,,,,Cleanup,,Memphis,11/15/2024 11:37:20 AM,,,,11/15/2024 10:10:18 AM,STREET MAINTENANCE,,Public Works,,1170 DOROTHY PL MEMPHIS  TN,MEMPHIS,50076356,50076356,,10201,,11/15/2024 11:37:38 AM,,,1170 DOROTHY PL,035,,,,,,032030  00015,,11/15/2024 04:09:25 AM,High,Closed,PW (ROW)-Alley Cutting,PWALLEYCUT,,Completed by the HUB Group,WEB,Tn,DOROTHY PL,,,,,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
1531 OVERTON PARK AVE,,,,Inspection-Vehicle,,MEMPHIS,,,,,11/15/2024 11:27:10 AM,CODE ENFORCEMENT,,Public Works,11/29/2024 11:24:24 AM,1531 OVERTON PARK AVE MEMPHIS TENNESSEE 38112,MEMPHIS,50076390,50076390,,10400,,11/15/2024 11:27:10 AM,,,1531 OVERTON PARK AVE,,,,,,,020044  00002,38112,11/15/2024 11:24:00 AM,Low,Open,CE-Vehicle Violations,,,,WEB,Tennessee,OVERTON PARK AVE,,,58,,POINT (-89.97593 35.14428),Not Applicable,4,,,9,11
3902 CALLAHAN DR,,,A,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 02:17:14 PM,Solid Waste Management,,Solid Waste Management,,3902 CALLAHAN DR MEMPHIS TENNESSEE,Memphis,7182979,7182979,,17747,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3902 CALLAHAN DR,,,A,,,,071041  00026,,11/15/2024 02:14:00 PM,Low,Open,SWM-Contaminated Recycle Cart,,,,WEB,Tennessee,CALLAHAN DR,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
454 E DISON AVE,,,C,Billing,,MEMPHIS,,Friday,,,11/15/2024 04:01:35 PM,Solid Waste Management,,Solid Waste Management,,454 E DISON AVE MEMPHIS TENNESSEE,Memphis,7183086,7183086,,10587,,11/15/2024 04:01:35 PM,,,454 E DISON AVE,,,,,,,049027  00004,,11/15/2024 03:58:00 PM,Low,Open,SWM-Cart Lease Application,,,,WEB,Tennessee,E DISON AVE,,,,C2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3413 BARBWOOD DR,,,,,,MEMPHIS,,,,,11/15/2024 10:30:35 AM,DRAIN MAINTENANCE,,Public Works,11/22/2024 04:27:06 AM,3413 BARBWOOD DR MEMPHIS TN 38118,MEMPHIS,50076363,50076363,,29748,,11/15/2024 10:30:35 AM,,,3413 BARBWOOD DR,076,,,,,,073041 J00005,38118,11/15/2024 04:28:00 AM,High,Open,PW (DM)-CAVITY OFF STREET,,,,WEB,TN,BARBWOOD DR,,,,,POINT (-89.93709 35.02064),Not Applicable,3,,,11,17
